Recipient_ID,Gender,age,income,Credit_Score,Education_Level,Region,Telephone_No
1003320,Sex Not Available,45-54,4380,809,1,south,3692964003
1003321,Male,45-54,5760,892,3,North,6902377082
1003322,Female,55-64,4080,732,1,North,8538380211
1003323,Joint,35-44,,828,1,North,8396948024
1003324,Joint,35-44,7740,746,2,North,1584400724
1003325,Sex Not Available,25-34,8340,790,1,south,3353031890
1003326,Joint,55-64,2820,559,2,North,5083299555
1003327,Joint,45-54,14280,574,3,North,6496554243
1003328,Male,35-44,6900,726,1,central,3639793488
1003329,Joint,35-44,6780,621,1,North,5449971299
1003330,Male,35-44,1980,772,2,North,4630789964
1003331,Sex Not Available,65-74,16620,755,1,south,4286704567
1003332,Female,35-44,11040,610,3,North,9609880306
1003333,Female,55-64,2940,555,1,North,6324441402
1003334,Joint,55-64,2280,555,1,North,6771269566
1003335,Joint,35-44,6960,818,3,North,6690113708
1003336,Male,35-44,9720,827,2,south,8165089769
1003337,Joint,45-54,4500,711,1,North,7680516805
1003338,Female,45-54,2400,597,1,North,1450522282
1003339,Female,45-54,7020,827,2,North,5223470013
1003340,Female,35-44,8400,511,2,North,5655911251
1003341,Sex Not Available,45-54,1740,837,2,south,6089479005
1003342,Male,35-44,5100,623,2,North,6169297580
1003343,Joint,55-64,6900,644,3,North,9967523589
1003344,Sex Not Available,>74,2760,546,1,south,5520669775
1003345,Male,25-34,23760,636,3,south,1751537373
1003346,Male,45-54,9840,791,1,North,1964033338
1003347,Female,25-34,3960,526,1,North,6012821306
1003348,Male,35-44,9000,855,3,south,8184388359
1003349,Male,45-54,3360,888,1,south,8783364773
1003350,Female,45-54,2340,900,3,North,3531589881
1003351,Female,35-44,3780,687,2,south,6357121788
1003352,Joint,45-54,25560,537,2,North,4889427182
1003353,Joint,45-54,,726,1,North,3675508960
1003354,Joint,45-54,22920,813,3,North,7076368762
1003355,Joint,65-74,15720,506,1,North,3179884429
1003356,Sex Not Available,35-44,9300,815,3,south,2489400562
1003357,Sex Not Available,25-34,1800,677,2,south,3564289682
1003358,Sex Not Available,45-54,6000,839,1,south,8014129382
1003359,Female,65-74,2460,615,2,North,3726360825
1003360,Male,45-54,4800,656,2,south,4754244360
1003361,Male,55-64,9600,574,2,North,8904590468
1003362,Male,35-44,4980,558,2,North,4251681734
1003363,Female,55-64,10500,832,3,North,8155896995
1003364,Male,>74,8280,751,2,North,3748414104
1003365,Sex Not Available,55-64,6000,563,2,south,1274875623
1003366,Sex Not Available,45-54,1380,823,3,south,9237226493
1003367,Sex Not Available,35-44,11940,701,2,south,7248926604
1003368,Sex Not Available,55-64,3720,656,3,south,2379029582
1003369,Joint,55-64,5760,723,1,North,8468855571
1003370,Sex Not Available,35-44,6300,566,2,south,9477401679
1003371,Male,45-54,5700,817,3,North,4476568099
1003372,Joint,45-54,10860,509,3,south,2894332259
1003373,Female,55-64,5700,852,2,North,5673275667
1003374,Joint,25-34,6000,747,2,North,9167146142
1003375,Joint,55-64,3780,707,1,North,1261813644
1003376,Sex Not Available,35-44,6540,580,1,south,9031342455
1003377,Female,55-64,4080,806,2,south,7734532157
1003378,Female,55-64,4440,826,3,south,7902101335
1003379,Male,65-74,2160,765,3,central,2736137696
1003380,Male,35-44,8400,727,2,North,3587591268
1003381,Male,25-34,6600,770,1,North,2240958528
1003382,Male,35-44,7200,701,3,south,6544394920
1003383,Male,<25,3660,580,2,central,7760444365
1003384,Male,45-54,,858,1,North,4590226391
1003385,Male,35-44,5160,810,3,North,6152475514
1003386,Male,25-34,3720,502,1,North,6014143572
1003387,Joint,>74,2520,565,2,North,4706862320
1003388,Male,55-64,6240,625,1,south,9738295491
1003389,Sex Not Available,55-64,4200,593,1,south,5433711546
1003390,Female,65-74,2160,676,3,North,1054981271
1003391,Sex Not Available,65-74,2460,779,3,south,7525681642
1003392,Sex Not Available,45-54,2820,890,1,south,2292665989
1003393,Joint,55-64,2340,581,3,North,5520421138
1003394,Male,25-34,7680,710,1,North,7754659609
1003395,Male,55-64,5340,662,1,North,8539315262
1003396,Male,25-34,5280,624,2,North,1041143825
1003397,Sex Not Available,45-54,12360,532,2,south,9072327659
1003398,Joint,55-64,0,636,2,south,2237385185
1003399,Sex Not Available,>74,2940,840,1,south,7485961271
1003400,Female,35-44,9720,650,2,North,5803188491
1003401,Sex Not Available,65-74,3480,651,1,south,9141080879
1003402,Female,45-54,7920,830,1,North,5010580883
1003403,Sex Not Available,45-54,11880,507,1,south,9405704597
1003404,Male,35-44,3480,900,3,North,6953997055
1003405,Joint,55-64,9780,520,1,south,4837337905
1003406,Female,45-54,4920,593,2,south,6508183491
1003407,Male,65-74,3420,649,1,central,1609939568
1003408,Sex Not Available,55-64,10560,869,2,south,6933588206
1003409,Female,35-44,2520,883,3,south,5258091755
1003410,Male,35-44,12120,772,2,North,1100595386
1003411,Female,45-54,4080,749,2,North,6876977314
1003412,Joint,55-64,16920,730,3,south,3925727428
1003413,Female,25-34,5100,651,1,North,2338509299
1003414,Male,>74,3060,625,3,North-East,3544405106
1003415,Sex Not Available,45-54,3180,511,1,south,4084053803
1003416,Sex Not Available,55-64,1800,724,2,south,2304578484
1003417,Joint,65-74,2400,858,3,North,2678656682
1003418,Joint,35-44,6900,783,2,south,9165730205
1003419,Female,25-34,7440,839,2,North,1935599648
1003420,Female,35-44,6240,761,1,south,3803925240
1003421,Male,45-54,5400,780,1,south,9771037441
1003422,Sex Not Available,25-34,16920,699,3,south,5098691785
1003423,Joint,55-64,,618,1,south,4656862848
1003424,Female,55-64,11280,688,1,North,7358677819
1003425,Sex Not Available,65-74,,647,3,south,4426471956
1003426,Female,25-34,3900,571,1,south,7451704188
1003427,Male,45-54,3420,580,1,North,3272840047
1003428,Male,45-54,2940,802,3,North,5104713200
1003429,Joint,45-54,8580,662,3,North,6109945030
1003430,Male,45-54,4560,722,3,North,4661241715
1003431,Joint,25-34,6840,847,2,North,8850091250
1003432,Male,45-54,12000,778,2,south,1111257135
1003433,Female,35-44,7860,561,3,North,6237157292
1003434,Female,45-54,,637,1,North,5452701639
1003435,Joint,35-44,9000,503,3,south,6473119613
1003436,Joint,65-74,14040,528,1,North,9113130159
1003437,Female,65-74,5520,808,3,North,9950343189
1003438,Male,35-44,2340,588,2,North,2306712850
1003439,Male,45-54,4380,764,3,North,2128510759
1003440,Female,45-54,2580,846,3,North,5735666715
1003441,Sex Not Available,55-64,1380,660,2,south,4265778678
1003442,Sex Not Available,45-54,3660,533,1,south,1821489502
1003443,Male,45-54,3780,799,2,North,3465963618
1003444,Male,45-54,3120,698,1,North,2619586411
1003445,Male,45-54,0,743,3,central,6785841002
1003446,Sex Not Available,35-44,8460,613,1,south,9777012551
1003447,Male,35-44,6300,734,3,North,3756675686
1003448,Sex Not Available,35-44,2040,883,2,south,5625388580
1003449,Joint,45-54,8880,583,2,North,6569441105
1003450,Male,25-34,6900,680,2,south,5494113238
1003451,Male,35-44,7800,764,2,North,9963034615
1003452,Joint,55-64,,655,3,North,3854659362
1003453,Sex Not Available,45-54,6240,581,3,south,4872276179
1003454,Female,35-44,2760,641,3,North,1682128336
1003455,Male,45-54,11580,874,1,south,9187997671
1003456,Female,45-54,6360,658,1,North,8170716431
1003457,Joint,65-74,7920,715,2,North,2798351436
1003458,Male,35-44,8460,853,2,south,8897105594
1003459,Sex Not Available,>74,3840,655,2,south,9474411670
1003460,Male,45-54,6540,610,2,North,6429246024
1003461,Female,35-44,8100,700,3,central,9054920786
1003462,Sex Not Available,55-64,5220,676,2,south,1043076268
1003463,Female,65-74,2520,795,1,south,7256576839
1003464,Joint,35-44,3900,554,3,North,4887417552
1003465,Sex Not Available,25-34,2580,786,3,south,8755785767
1003466,Sex Not Available,55-64,5760,667,3,south,6645047915
1003467,Joint,45-54,9780,535,1,North,1012915519
1003468,Male,45-54,7380,658,1,North,4506400389
1003469,Sex Not Available,25-34,7920,828,2,south,4553847765
1003470,Sex Not Available,45-54,3060,599,3,south,2370578375
1003471,Joint,55-64,7200,756,1,North,8874059218
1003472,Male,>74,3060,503,3,North,8554927456
1003473,Male,55-64,3420,865,3,North,9059556998
1003474,Female,55-64,7980,808,2,North,6524240881
1003475,Sex Not Available,35-44,3240,521,2,south,8969471843
1003476,Joint,55-64,2700,686,1,North,4513689655
1003477,Male,35-44,5700,860,2,North,7536141234
1003478,Sex Not Available,45-54,13320,846,3,south,8846806714
1003479,Sex Not Available,35-44,26520,750,3,south,1438011528
1003480,Male,55-64,7560,694,2,North,1687004097
1003481,Male,45-54,12000,830,1,North,1888617061
1003482,Sex Not Available,35-44,3480,800,2,south,3412975474
1003483,Sex Not Available,65-74,8040,799,2,south,3940272802
1003484,Male,45-54,8400,763,1,North,8765201615
1003485,Sex Not Available,45-54,6540,715,2,south,8062086296
1003486,Male,65-74,4920,763,3,North,1773699024
1003487,Sex Not Available,65-74,4860,763,3,south,7433469493
1003488,Joint,35-44,6180,843,1,North,4342066595
1003489,Female,65-74,2340,574,2,North,4911848613
1003490,Joint,25-34,9540,578,3,North,5620286339
1003491,Female,45-54,4980,723,2,North,3418730553
1003492,Sex Not Available,65-74,1560,537,2,south,8440469542
1003493,Female,55-64,6600,628,2,North,6343945467
1003494,Female,55-64,9420,504,3,south,3709341459
1003495,Joint,35-44,6060,713,1,North,3057613280
1003496,Sex Not Available,65-74,3360,799,1,south,2216243515
1003497,Male,35-44,5100,574,3,North,8217976601
1003498,Joint,25-34,8520,889,1,North,4176909589
1003499,Sex Not Available,35-44,8100,563,1,south,5583709519
1003500,Sex Not Available,55-64,2940,532,3,south,5537414182
1003501,Joint,45-54,5760,746,3,North,4887288370
1003502,Male,55-64,5460,832,2,south,9013526348
1003503,Male,45-54,7320,876,1,central,6330902169
1003504,Joint,45-54,,683,3,North,3595241205
1003505,Joint,25-34,14280,770,1,North,7851294231
1003506,Joint,45-54,,866,3,North,6372355034
1003507,Sex Not Available,25-34,1680,669,2,south,2997859532
1003508,Male,45-54,7200,729,1,south,7595019643
1003509,Female,65-74,4620,843,1,central,7944718591
1003510,Joint,25-34,10860,730,1,North,6442162558
1003511,Joint,55-64,3180,892,3,south,1162471771
1003512,Joint,55-64,3900,727,3,North,3556061062
1003513,Joint,45-54,,652,1,North,7437691953
1003514,Joint,65-74,3300,770,1,North,4318273085
1003515,Male,>74,2880,813,1,North,9727153177
1003516,Sex Not Available,>74,2520,863,2,south,7568407491
1003517,Female,35-44,9120,524,1,North,7854952773
1003518,Sex Not Available,45-54,10380,556,3,south,2495621211
1003519,Female,45-54,840,533,2,North,5906175425
1003520,Sex Not Available,25-34,12960,888,2,south,6743050402
1003521,Female,35-44,5100,632,3,North,9527993442
1003522,Male,25-34,2520,585,3,North,9096652481
1003523,Male,45-54,8940,869,3,North,6895766837
1003524,Sex Not Available,65-74,1800,721,2,south,1833754604
1003525,Sex Not Available,55-64,8820,526,1,south,8765320496
1003526,Female,35-44,4080,672,1,North,8668561624
1003527,Joint,55-64,2460,585,1,North,4230653457
1003528,Joint,45-54,5040,797,2,central,6775590984
1003529,Female,45-54,1620,839,3,central,3439342171
1003530,Joint,55-64,4380,609,1,south,1480280686
1003531,Male,45-54,5820,826,2,North,2760848920
1003532,Male,35-44,4920,590,2,North-East,8022796692
1003533,Male,25-34,2760,880,3,North,6608297746
1003534,Sex Not Available,,,540,2,south,4161789881
1003535,Female,55-64,9540,718,1,south,6962136491
1003536,Female,65-74,8760,687,2,south,3668211257
1003537,Joint,35-44,10920,777,3,North,5106143017
1003538,Joint,65-74,5280,866,1,North,6322852698
1003539,Male,35-44,6300,875,2,North,8101584864
1003540,Sex Not Available,65-74,1320,789,3,south,5055193658
1003541,Male,45-54,9120,757,2,North,3117022876
1003542,Sex Not Available,35-44,20760,624,1,south,8260476568
1003543,Female,45-54,9120,806,2,North,7856166938
1003544,Sex Not Available,45-54,17040,666,1,south,7807805508
1003545,Joint,45-54,11100,615,3,North,1532647164
1003546,Male,45-54,,548,3,south,8031974008
1003547,Sex Not Available,45-54,3180,726,3,south,4448235019
1003548,Male,35-44,5220,516,2,North,3557348814
1003549,Male,55-64,2460,503,3,south,5949414111
1003550,Male,>74,4980,887,2,central,9720135356
1003551,Male,35-44,2460,517,3,North,9825993063
1003552,Sex Not Available,65-74,9240,692,2,south,8178482022
1003553,Joint,25-34,8280,702,1,North,7706068842
1003554,Joint,65-74,,548,1,North,9529069996
1003555,Sex Not Available,45-54,1920,550,2,south,5599453482
1003556,Male,45-54,3120,589,3,North,4836751726
1003557,Female,55-64,5160,684,1,North,8982989106
1003558,Male,55-64,12900,891,2,central,2216575498
1003559,Joint,55-64,6900,688,3,North,1116252525
1003560,Female,45-54,,742,3,North,6621654908
1003561,Sex Not Available,55-64,7500,897,3,south,2553058582
1003562,Male,55-64,3480,772,2,North,6183016023
1003563,Male,55-64,7020,523,3,south,5695230754
1003564,Male,55-64,,730,3,North,1587788664
1003565,Joint,25-34,5760,521,2,south,7941617543
1003566,Female,55-64,8040,771,1,south,8710626070
1003567,Male,45-54,4020,552,3,North,2523157069
1003568,Sex Not Available,65-74,3240,710,1,south,7139321018
1003569,Male,55-64,10500,811,1,south,2674374332
1003570,Sex Not Available,35-44,4620,558,2,south,5450021910
1003571,Female,65-74,2940,884,1,North,4332370073
1003572,Sex Not Available,35-44,9540,875,3,south,4194208900
1003573,Sex Not Available,65-74,,895,2,south,4751138000
1003574,Male,35-44,6120,679,3,North,4400050989
1003575,Female,65-74,7440,689,2,North,4839032046
1003576,Joint,55-64,7920,796,2,south,8968611990
1003577,Male,45-54,4440,501,1,North,9257507701
1003578,Male,55-64,3240,734,2,North,2297758509
1003579,Sex Not Available,>74,1560,885,1,south,1546943533
1003580,Male,25-34,2640,556,1,North,7783193617
1003581,Sex Not Available,45-54,9300,794,1,south,5085484590
1003582,Sex Not Available,45-54,3480,737,1,south,1175412547
1003583,Female,<25,10620,790,3,south,5548100246
1003584,Joint,65-74,6000,772,1,central,8749192164
1003585,Sex Not Available,25-34,3600,520,1,south,5981708513
1003586,Male,45-54,2640,644,3,south,4069560450
1003587,Sex Not Available,65-74,2460,775,3,south,9526973551
1003588,Joint,65-74,11460,828,3,North,2162641937
1003589,Sex Not Available,45-54,5400,791,3,south,1002748456
1003590,Male,55-64,8820,840,3,North,1543035452
1003591,Joint,55-64,9540,600,2,North,8299245134
1003592,Female,65-74,3960,884,2,south,8106210435
1003593,Sex Not Available,65-74,4680,881,3,south,9086356330
1003594,Sex Not Available,35-44,5400,621,1,south,3822131698
1003595,Joint,45-54,14280,735,2,North,6466508270
1003596,Sex Not Available,35-44,4800,535,1,south,7520023725
1003597,Joint,45-54,,511,1,south,1482288955
1003598,Joint,>74,5760,520,1,North,2946269676
1003599,Sex Not Available,55-64,21420,802,1,south,1780358095
1003600,Female,25-34,3840,811,2,North,6029997480
1003601,Female,25-34,9000,524,3,central,5593781768
1003602,Male,35-44,9420,517,2,south,8868697846
1003603,Joint,35-44,13740,603,3,North,8421553404
1003604,Female,35-44,4920,578,2,North,6283367347
1003605,Male,65-74,3060,777,3,North,6990554832
1003606,Sex Not Available,55-64,2520,669,2,south,2362845741
1003607,Female,35-44,6480,731,2,south,1785169878
1003608,Sex Not Available,45-54,3840,596,1,south,3623958003
1003609,Sex Not Available,35-44,6660,848,3,south,4201614432
1003610,Sex Not Available,<25,2820,836,2,North,5544846411
1003611,Female,25-34,5220,867,3,North,7543659649
1003612,Sex Not Available,25-34,7320,538,3,south,3161699269
1003613,Joint,55-64,11100,721,3,central,8592492110
1003614,Joint,35-44,9420,807,2,North,4150703980
1003615,Sex Not Available,55-64,10560,512,1,south,8130020247
1003616,Male,25-34,6600,602,2,North,2874280585
1003617,Female,55-64,2760,888,2,central,8586868253
1003618,Female,65-74,,508,2,North,9426587725
1003619,Sex Not Available,25-34,2820,568,3,south,1587549949
1003620,Male,25-34,5820,512,1,North,2986370601
1003621,Male,55-64,3240,800,1,North,5748499662
1003622,Sex Not Available,45-54,5640,578,2,south,6249530672
1003623,Joint,>74,3060,840,2,North,8379554790
1003624,Male,35-44,9360,735,1,south,6041206518
1003625,Male,35-44,6600,839,2,south,8474319035
1003626,Joint,35-44,12240,651,1,North,2792459347
1003627,Female,65-74,1980,520,3,North,6545335351
1003628,Joint,65-74,7740,625,2,central,4213385367
1003629,Female,25-34,4500,660,2,North,6729555261
1003630,Sex Not Available,35-44,15360,561,1,south,2688811822
1003631,Male,55-64,5100,568,1,south,3460955025
1003632,Female,65-74,1440,541,2,North,9216274296
1003633,Joint,45-54,3900,594,3,North,8065231295
1003634,Sex Not Available,55-64,3240,538,1,south,4881341192
1003635,Sex Not Available,35-44,30240,567,2,south,8938761950
1003636,Male,35-44,5880,562,2,North,3757488183
1003637,Joint,25-34,,816,1,North,1549495257
1003638,Joint,35-44,13500,774,3,central,9401824867
1003639,Male,35-44,3300,713,2,North,2935925849
1003640,Sex Not Available,55-64,2580,728,1,south,2483216084
1003641,Joint,65-74,3900,661,3,North,5448176936
1003642,Male,35-44,6960,695,2,North,3577126571
1003643,Joint,35-44,7800,535,2,North,2513076225
1003644,Female,55-64,7320,597,3,North,7578398438
1003645,Sex Not Available,45-54,9000,790,3,south,2749760255
1003646,Male,45-54,,836,2,North,1348027036
1003647,Joint,65-74,4260,689,3,North,2538326694
1003648,Joint,45-54,16440,547,1,central,3486586592
1003649,Male,55-64,16200,552,3,North,3907939352
1003650,Female,45-54,12420,734,2,North,9708014830
1003651,Female,55-64,2340,780,2,North,6798528888
1003652,Female,>74,3600,707,3,North,8361147725
1003653,Sex Not Available,35-44,7800,646,2,south,5077850740
1003654,Joint,35-44,4440,556,2,North,3804896956
1003655,Male,25-34,3960,729,1,south,2758564420
1003656,Male,35-44,8880,511,1,North,5830825175
1003657,Male,55-64,12300,664,3,North,1998265747
1003658,Joint,45-54,7080,875,1,North,5978294583
